Tennis French Open 2011 Mens Tournament Third Round Matches A Murray v Berrer 
Set Betting
Timestamp,Timestamp,Inplay delay,Market status,Selection name,BP1,BV1,LP1,LV1,Total matched,LPM
1306584444650,Sat May 28 13:07:24 BST 2011,5,ACTIVE,A Murray 3 - 2,7.2,6.09,38.0,128.68,1089.54,38.0,
1306584450650,Sat May 28 13:07:30 BST 2011,5,ACTIVE,A Murray 3 - 2,7.0,161.23,38.0,128.68,1106.88,7.0,
1306584516650,Sat May 28 13:08:36 BST 2011,5,ACTIVE,A Murray 3 - 2,7.0,161.23,950.0,39.15,1106.88,7.0,
1306584637650,Sat May 28 13:10:37 BST 2011,5,ACTIVE,A Murray 3 - 2,7.0,161.23,950.0,39.15,1106.93,390.0,
1306584698650,Sat May 28 13:11:38 BST 2011,5,ACTIVE,A Murray 3 - 2,7.0,161.23,95.0,19.06,1106.93,390.0,
1306584761650,Sat May 28 13:12:41 BST 2011,5,ACTIVE,A Murray 3 - 2,7.0,161.23,95.0,15.82,1110.17,95.0,
1306584789650,Sat May 28 13:13:09 BST 2011,5,ACTIVE,A Murray 3 - 2,7.0,161.23,95.0,7.8,1110.17,95.0,
1306584825650,Sat May 28 13:13:45 BST 2011,5,ACTIVE,A Murray 3 - 2,7.0,161.23,950.0,39.15,1110.17,95.0,
1306584835650,Sat May 28 13:13:55 BST 2011,5,ACTIVE,A Murray 3 - 2,1.11,2515.07,950.0,39.15,1110.17,95.0,
1306585375650,Sat May 28 13:22:55 BST 2011,5,ACTIVE,A Murray 3 - 2,1.11,2515.07,500.0,2.0,1110.17,95.0,
1306585508650,Sat May 28 13:25:08 BST 2011,5,ACTIVE,A Murray 3 - 2,1.11,2515.07,950.0,39.15,1110.17,95.0,
1306585664650,Sat May 28 13:27:44 BST 2011,5,ACTIVE,A Murray 3 - 2,100.0,2.0,950.0,39.15,1110.17,95.0,
1306585675650,Sat May 28 13:27:55 BST 2011,5,ACTIVE,A Murray 3 - 2,100.0,2.0,950.0,39.15,1110.24,390.0,
1306585705650,Sat May 28 13:28:25 BST 2011,5,ACTIVE,A Murray 3 - 2,100.0,2.0,-1.0,-1.0,1110.24,390.0,
1306585789650,Sat May 28 13:29:49 BST 2011,5,ACTIVE,A Murray 3 - 2,1.11,2515.07,-1.0,-1.0,1110.24,390.0,
1306586044650,Sat May 28 13:34:04 BST 2011,5,SUSPENDED,A Murray 3 - 2,-1,-1,-1,-1,-1,-1,
